text,label,合併後所有label,同樣text下原始所有label
"茲因問政需求，請提供：
1、市府各機關設置太陽能板數量
     請依已設置、預計設置分別提供（請列出設置地點）
2、每年度管理、維護費用

上述除總數外並請依機關分列。",立陽明教養院,"['工務局大地工程處', '環境保護局', '工務局水利工程處', '文山區公所', '觀光傳播局', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '大安區公所', '地政局', '公共運輸處', '古亭地政事務所', '交通局', '社會局', '市政大樓公共事務管理中心', '勞動局', '民政局', '衛生局', '北投區公所', '秘書處', '財政局', '教育局', '大同區公所', '警察局', '消防局', '體育局', '文化局', '公務人員訓練處', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '都市發展局']","['士林區公所', '大同區公所', '大安區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局衛生下水道工程處', '公共運輸處', '公務人員訓練處', '文山區公所', '文化局', '北投區公所', '古亭地政事務所', '市政大樓公共事務管理中心', '市場處', '民政局', '立動物園', '立陽明教養院', '立圖書館', '交通局', '地政局', '社會局', '消防局', '秘書處', '財政局', '停車管理工程處', '教育局', '產業發展局', '都市發展局', '勞動局', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '衛生局', '環境保護局', '警察局', '體育局', '觀光傳播局']"
"茲因問政需求，請提供：
1、市府各機關設置太陽能板數量
     請依已設置、預計設置分別提供（請列出設置地點）
2、每年度管理、維護費用

上述除總數外並請依機關分列。",立圖書館,"['工務局大地工程處', '環境保護局', '工務局水利工程處', '文山區公所', '觀光傳播局', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '大安區公所', '地政局', '公共運輸處', '古亭地政事務所', '交通局', '社會局', '市政大樓公共事務管理中心', '勞動局', '民政局', '衛生局', '北投區公所', '秘書處', '財政局', '教育局', '大同區公所', '警察局', '消防局', '體育局', '文化局', '公務人員訓練處', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '都市發展局']","['士林區公所', '大同區公所', '大安區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局衛生下水道工程處', '公共運輸處', '公務人員訓練處', '文山區公所', '文化局', '北投區公所', '古亭地政事務所', '市政大樓公共事務管理中心', '市場處', '民政局', '立動物園', '立陽明教養院', '立圖書館', '交通局', '地政局', '社會局', '消防局', '秘書處', '財政局', '停車管理工程處', '教育局', '產業發展局', '都市發展局', '勞動局', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '衛生局', '環境保護局', '警察局', '體育局', '觀光傳播局']"
茲因問政需要，敬請提供現行法規中吊扣駕照、牌照及吊銷駕照、牌照等所有交通違規條文、內容以及近三年違規人數、職業駕駛違規人數並註明違規事項，請查照惠復。,交通事件裁決所,['其他'],['交通事件裁決所']
茲因問政需要，敬請儘速於今日下班前提供本市因應「寶林茶室引發食安疑慮」一案，針對本市其他販售粿仔條、河粉、木耳等相關產品之業者，對其販售、食品製作等程序之最新稽查、檢測等作為（例如是否全面暫停販售、停止上游進口等處理方式），請查照惠復。,臺北市政府,['其他'],['臺北市政府']
"針對今年4月22日交通部門質詢有關悠遊付/悠遊卡無法在北市相關場館使用支付如門票或消費等問題，提供悠遊卡公司後續是否有針對上述議題向貴局【文化局、體育局(12運動中心)、觀傳局、教育局(動物園)、市場處...】等機關單位召開相關的討論會議，以增加悠遊付及悠遊卡的使用範圍，如有請提供會議紀錄與簽到表。

以上表格請提供EXCEL檔，謝謝",立動物園,"['體育局', '其他', '觀光傳播局', '市場處', '文化局']","['文化局', '市場處', '立動物園', '體育局', '觀光傳播局']"
"針對本市現設有之民防團隊，請提供以下資料。
一、本市民防團隊清冊，前述資料，應為貴局依民防團隊編組訓練演習服勤及支援軍事勤務辦法、民防法而統籌、監督、編成之一切編組，如有下設、細分中隊、分隊、小隊等編組，亦應一併提供。
二、本市聯合防護團、防護團清冊，請依編組單位（學校、機關、團體、公司等）、編組名稱、編組人數分類列表提供。
三、本市現設有且由貴局統轄之民防團隊之逐個團隊成員各年齡別成員數。
上述資料免送紙本，除於索資系統提供外，亦請寄送至kevinmichaelchance@gmail.com。",臺北市政府,"['民政局', '其他']","['民政局', '臺北市政府']"
"針對媒體報載本市某國小教師涉入「創意私房」案，請提供以下資料：

一、貴局獲通報之渠道，及後續處理、調查、強制停職之相關時間序、資料（含對當事人、受害者、校方及相關教育機構）。
二、該師過往是否曾遭通報違反相關法令，若有，請額外提供後續處理情形（包含但不限於《教師法》及相關性平法規）。

報載連結參考：
https://www.ettoday.net/news/20240731/2788303.htm?from=ettoday_app

前述資料除於索資系統提供外，亦請寄送至kevinmichaelchance@gmail.com。",警察局婦幼警察隊,"['教育局', '社會局', '其他']","['社會局', '教育局', '警察局婦幼警察隊']"
惠請列表提供 近6個月營業用小客車因違規停車遭罰之案件數量。,交通事件裁決所,['其他'],['交通事件裁決所']
惠請提供大同區橋北段一小段571、572、573、573-1、574 、652-10等6筆土地謄本及地籍圖。,建成地政事務所,['其他'],['建成地政事務所']
惠請提供中山區敬業三路161巷37號整棟建物謄本、土地謄本及地籍圖。,中山地政事務所,['其他'],['中山地政事務所']
惠請提供台北市中山區合江街73巷14號7樓 建築物登記謄本。,中山地政事務所,['其他'],['中山地政事務所']
惠請提供台北市中山區敬業一路128巷20號5樓建物謄本、土地謄本及地籍圖。,中山地政事務所,['其他'],['中山地政事務所']
"惠請提供問政所需資料如說明，請  查照見覆。
一、動物園週邊及Zoo Mall用地(包含基地一、基地二、河濱高灘地停車場、木柵機廠停車場)，目前辦理之「臺北市政府徵求民間自行規劃申請參與投資生態主題園區及周邊停車場案（BOT/OT）」規劃說明，包含但不限於辦理期程，招商或招標須知，得標廠商之開發計畫書、開發效益、本市各基地預期回收利益等。
二、動物園辦理110週年所有活動規劃、預算、合作單位、執行情形、預期或已知效益。
三、上開資料請於113年10月30日16時30分前，得不備文以電子檔提供。",立動物園,"['教育局', '其他']","['立動物園', '教育局']"
惠請提供臺北市北投區行義段一小段174地號之土地謄本及地籍圖。,士林地政事務所,['其他'],['士林地政事務所']
"提供有關陸家人至士林文林派出所報案的相關紀錄(含通話紀錄等)，包括時間、報案人、報案內容、警方具體作為、是否有報案單、是否有...等，請依日期及時間續排序製表呈現。
以上表格請提供excel檔，謝謝",警察局士林分局,['其他'],['警察局士林分局']
貴局轄下北投垃圾焚化廠標案案號PT113820、PT113161運用〈政府採購法〉第22條第一項第三款決標，請敘明該案適用該款規範之「不可預見之緊急事故」、「無法以公開或選擇性招標程序適時辦理」、「確有必要」三要件之事實情狀為何？,環境保護局北投垃圾焚化廠,['其他'],['環境保護局北投垃圾焚化廠']
煩請北市圖提供，近10年北市圖東湖分館；購書支出、工程維護預算,立圖書館,['其他'],['立圖書館']
煩請北市圖說明，是否有申訴或是建議管道，如果有煩請提供110-113年東湖分館相關的申訴內容與建議。,立圖書館,['其他'],['立圖書館']
煩請惠予協助提供大同區承德路一段88號2樓之一的建物測量成果圖。,建成地政事務所,['其他'],['建成地政事務所']
煩請觀傳局提供台北廣播電台(1)創立宗旨、近五年年度目標及評比考核內容(2)近五年節目數量、預算及收支情形(3)資產負債表、損益表、現金流量表。,臺北廣播電臺,['其他'],['臺北廣播電臺']
蔣市府就任後引進民間資源，以公私協力推動公共建設，目前任內簽約案件以及此任期內推動中之案件清冊（包含BOT、捷運聯開案、公辦都更等廣義促參方式等各類案件），敘明該等案件如何為市庫增加收入（如收入項目、預估金額/年、預估收入總額等，如無法換算金額，請描述市府可從該案獲得開源節流之內容為何），請列冊詳述？,立動物園,"['衛生局', '捷運工程局', '其他', '財政局', '都市更新處', '文化局']","['文化局', '立動物園', '財政局', '捷運工程局', '都市更新處', '衛生局']"
請 貴處提供萬華區昆明街132號1、2樓測量成果圖，供本席參考。,建成地政事務所,['其他'],['建成地政事務所']
請士林地政事務所提供現行社子島地籍圖檔案,士林地政事務所,['其他'],['士林地政事務所']
請分類制表提供，本市目前已結案或履約中的BOT、BOO、ROT，及OT案件清單。,立動物園,"['衛生局', '青少年發展暨家庭教育中心', '產業發展局', '體育局', '其他', '公共運輸處', '財政局', '教育局', '市場處', '文化局']","['公共運輸處', '文化局', '市場處', '立動物園', '青少年發展暨家庭教育中心', '財政局', '教育局', '產業發展局', '衛生局', '體育局']"
請文獻館提供，依2月23日所回覆之「文化局與各所屬機關今（113）年所辦理各類型大小活動之資訊」一案內，關於「史蹟趴趴GO」及「臺灣史蹟研習會」等兩案，請提供該兩案之成果報告書。請於3月18日（一）下班前回覆議員研究室，俾利市政研究參考。,立文獻館,['其他'],['立文獻館']
"請市交提供並說明以下幾點：
(一)市交主團編制有幾人?團員身分資格為何?如何進用，又可如何退出主團?
(二)市交附設團有幾團?目前各自編制為何?而團員是如何進用，亦是否原本就設有退場機制呢?
(三)各附設團是否有編列正式預算來運作，金額有多少?附設團團員有什麼權利，以及責任義務呢?
(四)請詳細說明市交今年要整合各附設團的原因，以及整合後附設團的發展方向及大致規模等。",立交響樂團,['其他'],['立交響樂團']
請依權責更新簡報內統計數據至最新（如以年計，請更新至今年截至今日，如以月計，請更新至本月截至今日）,交通事件裁決所,"['交通局', '警察局', '其他']","['交通局', '交通事件裁決所', '警察局']"
請制表提供107年至113年10月，死亡動物之動物名稱、死亡時年紀、該物種預期壽命，及死亡原因。,立動物園,['其他'],['立動物園']
請制表提供北美館既有美術品之名稱、類型、取得途徑、登錄時間、保險時間，及保險數額。,立美術館,['其他'],['立美術館']
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,立文獻館,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,立美術館,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,動產質借處,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,陽明教養院,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,臺北廣播電臺,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供本市各單位，於決標後不公告底價之標案名稱、不公告底價事由，及不公告底價依據。,環境保護局北投垃圾焚化廠,"['環境保護局', '工務局衛生下水道工程處', '消防局', '捷運工程局第二區工程處', '其他', '體育局', '工務局', '教育局', '交通管制工程處', '警察局']","['工務局', '工務局衛生下水道工程處', '立文獻館', '立美術館', '交通管制工程處', '消防局', '動產質借處', '捷運工程局第二區工程處', '教育局', '陽明教養院', '臺北廣播電臺', '環境保護局', '環境保護局北投垃圾焚化廠', '警察局', '體育局']"
請制表提供貴館110年至113年10月，出借典藏展示之出借對象、時間、出借典藏名稱，及出借事由。,立美術館,['其他'],['立美術館']
"請協助提供
1.自112年6月30日道交條例修訂43條(超速40公里扣牌)至今，台北市因嚴重超速被扣牌的車輛數(請以年爐列，並依行政區個別表示)",交通事件裁決所,['其他'],['交通事件裁決所']
請協助提供本席辦公室113年1-6月所辦理會勘、協調會，結論涉及市府各單位執行事項之工程施作經費總額,士林地政事務所,"['工務局大地工程處', '環境保護局', '殯葬管理處', '工務局水利工程處', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '公共運輸處', '交通局', '民政局', '社會局', '勞動局', '交通管制工程處', '捷運工程局', '職能發展學院', '北投區公所', '稅捐稽徵處', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '體育局', '動物保護處', '法務局', '都市更新處', '文化局', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '環境保護局環保稽查大隊', '都市發展局', '警察局交通警察大隊']","['士林地政事務所', '士林區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '文化局', '北投區公所', '市場處', '民政局', '立圖書館', '交通局', '交通管制工程處', '法務局', '社會局', '建築管理工程處', '研究發展考核委員會', '消防局', '財政局', '停車管理工程處', '動物保護處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '環境保護局', '環境保護局環保稽查大隊', '殯葬管理處', '職能發展學院', '警察局', '警察局士林分局', '警察局北投分局', '警察局交通警察大隊', '體育局']"
請協助提供本席辦公室113年1-6月所辦理會勘、協調會，結論涉及市府各單位執行事項之工程施作經費總額,立圖書館,"['工務局大地工程處', '環境保護局', '殯葬管理處', '工務局水利工程處', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '公共運輸處', '交通局', '民政局', '社會局', '勞動局', '交通管制工程處', '捷運工程局', '職能發展學院', '北投區公所', '稅捐稽徵處', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '體育局', '動物保護處', '法務局', '都市更新處', '文化局', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '環境保護局環保稽查大隊', '都市發展局', '警察局交通警察大隊']","['士林地政事務所', '士林區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '文化局', '北投區公所', '市場處', '民政局', '立圖書館', '交通局', '交通管制工程處', '法務局', '社會局', '建築管理工程處', '研究發展考核委員會', '消防局', '財政局', '停車管理工程處', '動物保護處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '環境保護局', '環境保護局環保稽查大隊', '殯葬管理處', '職能發展學院', '警察局', '警察局士林分局', '警察局北投分局', '警察局交通警察大隊', '體育局']"
請協助提供本席辦公室113年1-6月所辦理會勘、協調會，結論涉及市府各單位執行事項之工程施作經費總額,警察局士林分局,"['工務局大地工程處', '環境保護局', '殯葬管理處', '工務局水利工程處', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '公共運輸處', '交通局', '民政局', '社會局', '勞動局', '交通管制工程處', '捷運工程局', '職能發展學院', '北投區公所', '稅捐稽徵處', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '體育局', '動物保護處', '法務局', '都市更新處', '文化局', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '環境保護局環保稽查大隊', '都市發展局', '警察局交通警察大隊']","['士林地政事務所', '士林區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '文化局', '北投區公所', '市場處', '民政局', '立圖書館', '交通局', '交通管制工程處', '法務局', '社會局', '建築管理工程處', '研究發展考核委員會', '消防局', '財政局', '停車管理工程處', '動物保護處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '環境保護局', '環境保護局環保稽查大隊', '殯葬管理處', '職能發展學院', '警察局', '警察局士林分局', '警察局北投分局', '警察局交通警察大隊', '體育局']"
請協助提供本席辦公室113年1-6月所辦理會勘、協調會，結論涉及市府各單位執行事項之工程施作經費總額,警察局北投分局,"['工務局大地工程處', '環境保護局', '殯葬管理處', '工務局水利工程處', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '士林區公所', '公共運輸處', '交通局', '民政局', '社會局', '勞動局', '交通管制工程處', '捷運工程局', '職能發展學院', '北投區公所', '稅捐稽徵處', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '體育局', '動物保護處', '法務局', '都市更新處', '文化局', '工務局衛生下水道工程處', '產業發展局', '其他', '停車管理工程處', '工務局公園路燈工程管理處', '工務局', '市場處', '環境保護局環保稽查大隊', '都市發展局', '警察局交通警察大隊']","['士林地政事務所', '士林區公所', '工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '文化局', '北投區公所', '市場處', '民政局', '立圖書館', '交通局', '交通管制工程處', '法務局', '社會局', '建築管理工程處', '研究發展考核委員會', '消防局', '財政局', '停車管理工程處', '動物保護處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '環境保護局', '環境保護局環保稽查大隊', '殯葬管理處', '職能發展學院', '警察局', '警察局士林分局', '警察局北投分局', '警察局交通警察大隊', '體育局']"
請勞動局提供，有關近5年北市外籍看護勞工數據以及國籍人數。(依年分列),勞動力重建運用處,['其他'],['勞動力重建運用處']
請惠予提供 近四年，每一年交通罰單總金額。(113年到9月為止),交通事件裁決所,['其他'],['交通事件裁決所']
請惠予提供108年至112年北市「標線型人行道」每年違停罰款金額收入。(以表格提供),交通事件裁決所,['其他'],['交通事件裁決所']
請惠予提供柯市府八年「紅線違停、拖吊、酒駕、超速、不禮讓行人」每一年度分別多少罰款金額。以及蔣市府上任後「紅線違停、拖吊、超速、不禮讓行人」每年分別多少罰款金額。,交通事件裁決所,['其他'],['交通事件裁決所']
請惠予提供柯市府八年「紅線違停、拖吊」罰款每年分別多少，以及總和。以及蔣市府上任後「紅線違停、拖吊」罰款每年分別多少。,交通事件裁決所,['其他'],['交通事件裁決所']
請惠予提供時樂股份有限公司、尼奧創意行銷有限公司在柯市府8年時期，是否有承接貴單位北市府標案，或獲取貴單位補助。,立美術館,"['工務局大地工程處', '環境保護局', '工務局水利工程處', '觀光傳播局', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '公共運輸處', '地政局', '交通局', '社會局', '民政局', '勞動局', '捷運工程局', '衛生局', '職能發展學院', '客家事務委員會', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '藝文推廣處', '體育局', '工務局公園路燈工程管理處', '動物保護處', '法務局', '原住民族事務委員會', '文化局', '公務人員訓練處', '都市更新處', '工務局衛生下水道工程處', '產業發展局', '其他', '商業處', '資訊局', '臺北翡翠水庫管理局', '工務局', '市場處', '都市發展局']","['工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '公務人員訓練處', '文化局', '市場處', '民政局', '立美術館', '立動物園', '交通局', '地政局', '法務局', '社會局', '客家事務委員會', '建築管理工程處', '研究發展考核委員會', '原住民族事務委員會', '消防局', '財政局', '動物保護處', '商業處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '就業服務處', '資訊局', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '臺北翡翠水庫管理局', '衛生局', '環境保護局', '職能發展學院', '藝文推廣處', '警察局', '體育局', '觀光傳播局']"
請惠予提供時樂股份有限公司、尼奧創意行銷有限公司在柯市府8年時期，是否有承接貴單位北市府標案，或獲取貴單位補助。,立動物園,"['工務局大地工程處', '環境保護局', '工務局水利工程處', '觀光傳播局', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '公共運輸處', '地政局', '交通局', '社會局', '民政局', '勞動局', '捷運工程局', '衛生局', '職能發展學院', '客家事務委員會', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '藝文推廣處', '體育局', '工務局公園路燈工程管理處', '動物保護處', '法務局', '原住民族事務委員會', '文化局', '公務人員訓練處', '都市更新處', '工務局衛生下水道工程處', '產業發展局', '其他', '商業處', '資訊局', '臺北翡翠水庫管理局', '工務局', '市場處', '都市發展局']","['工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '公務人員訓練處', '文化局', '市場處', '民政局', '立美術館', '立動物園', '交通局', '地政局', '法務局', '社會局', '客家事務委員會', '建築管理工程處', '研究發展考核委員會', '原住民族事務委員會', '消防局', '財政局', '動物保護處', '商業處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '就業服務處', '資訊局', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '臺北翡翠水庫管理局', '衛生局', '環境保護局', '職能發展學院', '藝文推廣處', '警察局', '體育局', '觀光傳播局']"
請惠予提供時樂股份有限公司、尼奧創意行銷有限公司在柯市府8年時期，是否有承接貴單位北市府標案，或獲取貴單位補助。,就業服務處,"['工務局大地工程處', '環境保護局', '工務局水利工程處', '觀光傳播局', '臺北自來水事業處', '臺北大眾捷運股份有限公司', '公共運輸處', '地政局', '交通局', '社會局', '民政局', '勞動局', '捷運工程局', '衛生局', '職能發展學院', '客家事務委員會', '財政局', '教育局', '警察局', '建築管理工程處', '研究發展考核委員會', '工務局新建工程處', '消防局', '藝文推廣處', '體育局', '工務局公園路燈工程管理處', '動物保護處', '法務局', '原住民族事務委員會', '文化局', '公務人員訓練處', '都市更新處', '工務局衛生下水道工程處', '產業發展局', '其他', '商業處', '資訊局', '臺北翡翠水庫管理局', '工務局', '市場處', '都市發展局']","['工務局', '工務局大地工程處', '工務局公園路燈工程管理處', '工務局水利工程處', '工務局新建工程處', '工務局衛生下水道工程處', '公共運輸處', '公務人員訓練處', '文化局', '市場處', '民政局', '立美術館', '立動物園', '交通局', '地政局', '法務局', '社會局', '客家事務委員會', '建築管理工程處', '研究發展考核委員會', '原住民族事務委員會', '消防局', '財政局', '動物保護處', '商業處', '捷運工程局', '教育局', '產業發展局', '都市更新處', '都市發展局', '勞動局', '就業服務處', '資訊局', '臺北大眾捷運股份有限公司', '臺北自來水事業處', '臺北翡翠水庫管理局', '衛生局', '環境保護局', '職能發展學院', '藝文推廣處', '警察局', '體育局', '觀光傳播局']"
"請提供
113年由觀傳局主辦且索票業務委外之活動，提供活動名稱、委外廠商、金額、日期。",臺北廣播電臺,['其他'],['臺北廣播電臺']
"請提供
台北市近3年的交通罰鍰收入",交通事件裁決所,['其他'],['交通事件裁決所']
"請提供:
1.	請詳列道路安全處罰條例中，得以吊扣汽機車牌照之條文，及其違規樣態、吊扣期間。
2.	108-113年7月，請按月分列台北巿總牌照數、吊扣牌照件數。另請詳列前述吊扣牌照之違規樣態及其件數。",交通事件裁決所,['其他'],['交通事件裁決所']
請提供「士林區凱旋路房舍新建工程委託設計監造技術服務」結案報告。,臺北自來水事業處工程總隊,['其他'],['臺北自來水事業處工程總隊']
請提供「林森南路10號三樓」建物所有權部異動索引。,建成地政事務所,['其他'],['建成地政事務所']
請提供112 年度臺北市政府委託研究計畫清單中提及之各研究報告；並請列舉尚未完成者，預計完成期限為何？,立動物園,"['研究發展考核委員會', '體育局', '其他', '交通管制工程處', '停車管理工程處', '動物保護處', '觀光傳播局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '公共運輸處', '交通局', '社會局', '勞動局']","['公共運輸處', '立動物園', '交通局', '交通管制工程處', '社會局', '研究發展考核委員會', '停車管理工程處', '動物保護處', '勞動局', '就業服務處', '稅捐稽徵處', '圖書館', '臺北大眾捷運股份有限公司', '體育局', '觀光傳播局']"
請提供112 年度臺北市政府委託研究計畫清單中提及之各研究報告；並請列舉尚未完成者，預計完成期限為何？,就業服務處,"['研究發展考核委員會', '體育局', '其他', '交通管制工程處', '停車管理工程處', '動物保護處', '觀光傳播局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '公共運輸處', '交通局', '社會局', '勞動局']","['公共運輸處', '立動物園', '交通局', '交通管制工程處', '社會局', '研究發展考核委員會', '停車管理工程處', '動物保護處', '勞動局', '就業服務處', '稅捐稽徵處', '圖書館', '臺北大眾捷運股份有限公司', '體育局', '觀光傳播局']"
請提供112 年度臺北市政府委託研究計畫清單中提及之各研究報告；並請列舉尚未完成者，預計完成期限為何？,圖書館,"['研究發展考核委員會', '體育局', '其他', '交通管制工程處', '停車管理工程處', '動物保護處', '觀光傳播局', '稅捐稽徵處', '臺北大眾捷運股份有限公司', '公共運輸處', '交通局', '社會局', '勞動局']","['公共運輸處', '立動物園', '交通局', '交通管制工程處', '社會局', '研究發展考核委員會', '停車管理工程處', '動物保護處', '勞動局', '就業服務處', '稅捐稽徵處', '圖書館', '臺北大眾捷運股份有限公司', '體育局', '觀光傳播局']"
請提供112年1月至113年10月，外國觀光客至貓空/搭乘貓纜/動物園，預估數量。,立動物園,"['觀光傳播局', '其他', '臺北大眾捷運股份有限公司']","['立動物園', '臺北大眾捷運股份有限公司', '觀光傳播局']"
請提供112年度各月營業車輛違規紅線停車舉發件數及裁罰金額。,交通事件裁決所,['其他'],['交通事件裁決所']
"請提供excel檔：
一、近5年，黃金的收當數量？放貸餘額？之清冊
二、近5年，利息收入的統計",動產質借處,['其他'],['動產質借處']
"請提供一般行政行政管理【2039委辦費】預算580,000元，工友勞務委外業務費(文書庶務、公文傳遞等)詳細細項?",士林地政事務所,['其他'],['士林地政事務所']
請提供大同區大同段一小段447-7地號(大龍街85巷3號及大龍街85巷單號側一樓)地籍謄本。,建成地政事務所,['其他'],['建成地政事務所']
請提供大同區大同段一小段447-7地號(大龍街85巷3號及大龍街85巷單號側一樓)第三類地籍謄本。,建成地政事務所,['其他'],['建成地政事務所']
請提供大同區迪化街二段101號及101-1號建築物謄本、土地謄本及地籍圖。,建成地政事務所,['其他'],['建成地政事務所']
請提供中山區吉林路461巷14號、16號地下室之建築物謄本。,中山地政事務所,['其他'],['中山地政事務所']
請提供中正區襄陽路8號、6號一、二樓測量成果圖。,建成地政事務所,['其他'],['建成地政事務所']
